"Ano	Estado	Mes	Numero	Periodo"
"2016	Maranh�o	9	3.166	01/01/2016"
"2017	Maranh�o	9	14.825	01/01/2017"
"1998	Maranh�o	10	5.137	01/01/1998"
"1999	Maranh�o	10	3.208	01/01/1999"
"2000	Maranh�o	10	2.654	01/01/2000"
"2001	Maranh�o	10	6.661	01/01/2001"
"2002	Maranh�o	10	5.182	01/01/2002"
"2003	Maranh�o	10	6.085	01/01/2003"
"2004	Maranh�o	10	3.604	01/01/2004"
"2005	Maranh�o	10	6.472	01/01/2005"
"2006	Maranh�o	10	3.024	01/01/2006"
"2007	Maranh�o	10	4.772	01/01/2007"
"2008	Maranh�o	10	3.498	01/01/2008"
"2009	Maranh�o	10	1.861	01/01/2009"
"2010	Maranh�o	10	3.228	01/01/2010"
"2011	Maranh�o	10	2.404	01/01/2011"
"2012	Maranh�o	10	5.000	01/01/2012"
"2013	Maranh�o	10	2.918	01/01/2013"
"2014	Maranh�o	10	5.812	01/01/2014"
"2015	Maranh�o	10	6.746	01/01/2015"
"2016	Maranh�o	10	5.351	01/01/2016"
"2017	Maranh�o	10	6.011	01/01/2017"
"1998	Maranh�o	11	2.237	01/01/1998"
"1999	Maranh�o	11	1.494	01/01/1999"
"2000	Maranh�o	11	2.267	01/01/2000"
"2001	Maranh�o	11	3.525	01/01/2001"
"2002	Maranh�o	11	5.830	01/01/2002"
"2003	Maranh�o	11	4.929	01/01/2003"
"2004	Maranh�o	11	6.398	01/01/2004"
"2005	Maranh�o	11	4.769	01/01/2005"
"2006	Maranh�o	11	2.004	01/01/2006"
"2007	Maranh�o	11	2.297	01/01/2007"
"2008	Maranh�o	11	2.331	01/01/2008"
"2009	Maranh�o	11	5.000	01/01/2009"
"2010	Maranh�o	11	4.005	01/01/2010"
"2011	Maranh�o	11	2.261	01/01/2011"
"2012	Maranh�o	11	2.010	01/01/2012"
"2013	Maranh�o	11	2.529	01/01/2013"
"2014	Maranh�o	11	3.869	01/01/2014"
"2015	Maranh�o	11	4.350	01/01/2015"
"2016	Maranh�o	11	3.982	01/01/2016"
"2017	Maranh�o	11	2.300	01/01/2017"
"1998	Maranh�o	12	1.399	01/01/1998"
"1999	Maranh�o	12	1.001	01/01/1999"
"2000	Maranh�o	12	1.461	01/01/2000"
"2001	Maranh�o	12	1.296	01/01/2001"
"2002	Maranh�o	12	2.165	01/01/2002"
"2003	Maranh�o	12	2.424	01/01/2003"
"2004	Maranh�o	12	3.255	01/01/2004"
"2005	Maranh�o	12	1.660	01/01/2005"
"2006	Maranh�o	12	1.052	01/01/2006"
"2007	Maranh�o	12	800	01/01/2007"
"2008	Maranh�o	12	1.101	01/01/2008"
"2009	Maranh�o	12	1.768	01/01/2009"
"2010	Maranh�o	12	1.803	01/01/2010"
"2011	Maranh�o	12	1.629	01/01/2011"
"2012	Maranh�o	12	1.296	01/01/2012"
"2013	Maranh�o	12	2.692	01/01/2013"
"2014	Maranh�o	12	2.400	01/01/2014"
"2015	Maranh�o	12	3.706	01/01/2015"
"2016	Maranh�o	12	1.577	01/01/2016"
"1998	Mato Grosso	1	0	01/01/1998"
"1999	Mato Grosso	1	39	01/01/1999"
"2000	Mato Grosso	1	44	01/01/2000"
"2001	Mato Grosso	1	44	01/01/2001"
"2002	Mato Grosso	1	172	01/01/2002"
"2003	Mato Grosso	1	896	01/01/2003"
"2004	Mato Grosso	1	301	01/01/2004"
"2005	Mato Grosso	1	438	01/01/2005"
"2006	Mato Grosso	1	947	01/01/2006"
"2007	Mato Grosso	1	476	01/01/2007"
"2008	Mato Grosso	1	245	01/01/2008"
"2009	Mato Grosso	1	527	01/01/2009"
"2010	Mato Grosso	1	298	01/01/2010"
"2011	Mato Grosso	1	171	01/01/2011"
"2012	Mato Grosso	1	166	01/01/2012"
"2013	Mato Grosso	1	269	01/01/2013"
"2014	Mato Grosso	1	315	01/01/2014"
"2015	Mato Grosso	1	960	01/01/2015"
"2016	Mato Grosso	1	374	01/01/2016"
"2017	Mato Grosso	1	482	01/01/2017"
"1998	Mato Grosso	2	0	01/01/1998"
"1999	Mato Grosso	2	28	01/01/1999"
"2000	Mato Grosso	2	35	01/01/2000"
"2001	Mato Grosso	2	54	01/01/2001"
"2002	Mato Grosso	2	22	01/01/2002"
"2003	Mato Grosso	2	592	01/01/2003"
"2004	Mato Grosso	2	272	01/01/2004"
"2005	Mato Grosso	2	871	01/01/2005"
"2006	Mato Grosso	2	383	01/01/2006"
"2007	Mato Grosso	2	213	01/01/2007"
"2008	Mato Grosso	2	180	01/01/2008"
"2009	Mato Grosso	2	248	01/01/2009"
"2010	Mato Grosso	2	431	01/01/2010"
"2011	Mato Grosso	2	119	01/01/2011"
"2012	Mato Grosso	2	193	01/01/2012"
"2013	Mato Grosso	2	375	01/01/2013"
"2014	Mato Grosso	2	199	01/01/2014"
"2015	Mato Grosso	2	542	01/01/2015"
"2016	Mato Grosso	2	1.050	01/01/2016"
"2017	Mato Grosso	2	337	01/01/2017"
"1998	Mato Grosso	3	0	01/01/1998"
"1999	Mato Grosso	3	18	01/01/1999"
"2000	Mato Grosso	3	60	01/01/2000"
"2001	Mato Grosso	3	24	01/01/2001"
"2002	Mato Grosso	3	103	01/01/2002"
"2003	Mato Grosso	3	554	01/01/2003"
"2004	Mato Grosso	3	743	01/01/2004"
"2005	Mato Grosso	3	362	01/01/2005"
"2006	Mato Grosso	3	448	01/01/2006"
"2007	Mato Grosso	3	476	01/01/2007"
"2008	Mato Grosso	3	180	01/01/2008"
"2009	Mato Grosso	3	325	01/01/2009"
"2010	Mato Grosso	3	605	01/01/2010"
"2011	Mato Grosso	3	252	01/01/2011"
"2012	Mato Grosso	3	423	01/01/2012"
"2013	Mato Grosso	3	563	01/01/2013"
"2014	Mato Grosso	3	655	01/01/2014"
"2015	Mato Grosso	3	705	01/01/2015"
"2016	Mato Grosso	3	1.085	01/01/2016"
"2017	Mato Grosso	3	719	01/01/2017"
"1998	Mato Grosso	4	0	01/01/1998"
"1999	Mato Grosso	4	76	01/01/1999"
"2000	Mato Grosso	4	59	01/01/2000"
"2001	Mato Grosso	4	309	01/01/2001"
"2002	Mato Grosso	4	641	01/01/2002"
"2003	Mato Grosso	4	903	01/01/2003"
"2004	Mato Grosso	4	441	01/01/2004"
"2005	Mato Grosso	4	372	01/01/2005"
"2006	Mato Grosso	4	161	01/01/2006"
"2007	Mato Grosso	4	79	01/01/2007"
"2008	Mato Grosso	4	274	01/01/2008"
"2009	Mato Grosso	4	169	01/01/2009"
"2010	Mato Grosso	4	769	01/01/2010"
"2011	Mato Grosso	4	345	01/01/2011"
"2012	Mato Grosso	4	521	01/01/2012"
"2013	Mato Grosso	4	338	01/01/2013"
"2014	Mato Grosso	4	859	01/01/2014"
"2015	Mato Grosso	4	947	01/01/2015"
"2016	Mato Grosso	4	1.770	01/01/2016"
"2017	Mato Grosso	4	606	01/01/2017"
"1998	Mato Grosso	5	0	01/01/1998"
"1999	Mato Grosso	5	731	01/01/1999"
"2000	Mato Grosso	5	1.194	01/01/2000"
"2001	Mato Grosso	5	1.193	01/01/2001"
"2002	Mato Grosso	5	2.528	01/01/2002"
"2003	Mato Grosso	5	942	01/01/2003"
"2004	Mato Grosso	5	2.413	01/01/2004"
"2005	Mato Grosso	5	1.641	01/01/2005"
"2006	Mato Grosso	5	269	01/01/2006"
"2007	Mato Grosso	5	359	01/01/2007"
"2008	Mato Grosso	5	119	01/01/2008"
"2009	Mato Grosso	5	516	01/01/2009"
"2010	Mato Grosso	5	1.313	01/01/2010"
"2011	Mato Grosso	5	547	01/01/2011"
"2012	Mato Grosso	5	812	01/01/2012"
"2013	Mato Grosso	5	739	01/01/2013"
"2014	Mato Grosso	5	933	01/01/2014"
"2015	Mato Grosso	5	541	01/01/2015"
"2016	Mato Grosso	5	1.081	01/01/2016"
"2017	Mato Grosso	5	845	01/01/2017"
"1998	Mato Grosso	6	2.201	01/01/1998"
"1999	Mato Grosso	6	2.201	01/01/1999"
"2000	Mato Grosso	6	4.358	01/01/2000"
"2001	Mato Grosso	6	6.665	01/01/2001"
"2002	Mato Grosso	6	7.878	01/01/2002"
"2003	Mato Grosso	6	4.313	01/01/2003"
"2004	Mato Grosso	6	9.813	01/01/2004"
"2005	Mato Grosso	6	2.294	01/01/2005"
"2006	Mato Grosso	6	856	01/01/2006"
"2007	Mato Grosso	6	1.339	01/01/2007"
"2008	Mato Grosso	6	403	01/01/2008"
"2009	Mato Grosso	6	979	01/01/2009"
"2010	Mato Grosso	6	1.025	01/01/2010"
"2011	Mato Grosso	6	974	01/01/2011"
"2012	Mato Grosso	6	1.651	01/01/2012"
"2013	Mato Grosso	6	1.213	01/01/2013"
"2014	Mato Grosso	6	1.795	01/01/2014"
"2015	Mato Grosso	6	1.402	01/01/2015"
"2016	Mato Grosso	6	1.417	01/01/2016"
"2017	Mato Grosso	6	2.041	01/01/2017"
"1998	Mato Grosso	7	3.712	01/01/1998"
"1999	Mato Grosso	7	3.926	01/01/1999"
"2000	Mato Grosso	7	1.338	01/01/2000"
"2001	Mato Grosso	7	1.555	01/01/2001"
"2002	Mato Grosso	7	5.661	01/01/2002"
"2003	Mato Grosso	7	5.435	01/01/2003"
"2004	Mato Grosso	7	11.517	01/01/2004"
"2005	Mato Grosso	7	4.172	01/01/2005"
"2006	Mato Grosso	7	1.941	01/01/2006"
"2007	Mato Grosso	7	1.790	01/01/2007"
"2008	Mato Grosso	7	1.117	01/01/2008"
"2009	Mato Grosso	7	1.613	01/01/2009"
"2010	Mato Grosso	7	3.442	01/01/2010"
"2011	Mato Grosso	7	1.061	01/01/2011"
"2012	Mato Grosso	7	2.008	01/01/2012"
"2013	Mato Grosso	7	1.630	01/01/2013"
"2014	Mato Grosso	7	2.255	01/01/2014"
"2015	Mato Grosso	7	1.533	01/01/2015"
"2016	Mato Grosso	7	3.495	01/01/2016"
"2017	Mato Grosso	7	2.790	01/01/2017"
"1998	Mato Grosso	8	15.406	01/01/1998"
"1999	Mato Grosso	8	18.566	01/01/1999"
"2000	Mato Grosso	8	6.063	01/01/2000"
"2001	Mato Grosso	8	7.762	01/01/2001"
"2002	Mato Grosso	8	14.086	01/01/2002"
"2003	Mato Grosso	8	11.132	01/01/2003"
"2004	Mato Grosso	8	13.603	01/01/2004"
"2005	Mato Grosso	8	11.570	01/01/2005"
"2006	Mato Grosso	8	6.218	01/01/2006"
"2007	Mato Grosso	8	14.453	01/01/2007"
"2008	Mato Grosso	8	2.875	01/01/2008"
"2009	Mato Grosso	8	2.250	01/01/2009"
"2010	Mato Grosso	8	14.608	01/01/2010"
"2011	Mato Grosso	8	2.628	01/01/2011"
"2012	Mato Grosso	8	6.195	01/01/2012"
"2013	Mato Grosso	8	3.568	01/01/2013"
"2014	Mato Grosso	8	7.167	01/01/2014"
"2015	Mato Grosso	8	5.112	01/01/2015"
"2016	Mato Grosso	8	6.228	01/01/2016"
"2017	Mato Grosso	8	6.229	01/01/2017"
"1998	Mato Grosso	9	10.363	01/01/1998"
"1999	Mato Grosso	9	11.729	01/01/1999"
"2000	Mato Grosso	9	6.251	01/01/2000"
"2001	Mato Grosso	9	8.490	01/01/2001"
"2002	Mato Grosso	9	11.034	01/01/2002"
"2003	Mato Grosso	9	15.790	01/01/2003"
"2004	Mato Grosso	9	24.994	01/01/2004"
"2005	Mato Grosso	9	20.551	01/01/2005"
"2006	Mato Grosso	9	12.661	01/01/2006"
"2007	Mato Grosso	9	25.963	01/01/2007"
"2008	Mato Grosso	9	7.965	01/01/2008"
"2009	Mato Grosso	9	3.129	01/01/2009"
"2010	Mato Grosso	9	18.366	01/01/2010"
"2011	Mato Grosso	9	6.332	01/01/2011"
"2012	Mato Grosso	9	10.344	01/01/2012"
"2013	Mato Grosso	9	5.576	01/01/2013"
"2014	Mato Grosso	9	7.081	01/01/2014"
"2015	Mato Grosso	9	11.068	01/01/2015"
"2016	Mato Grosso	9	8.980	01/01/2016"
"2017	Mato Grosso	9	23.945	01/01/2017"
"1998	Mato Grosso	10	2.707	01/01/1998"
"1999	Mato Grosso	10	6.109	01/01/1999"
"2000	Mato Grosso	10	6.062	01/01/2000"
"2001	Mato Grosso	10	6.543	01/01/2001"
"2002	Mato Grosso	10	9.375	01/01/2002"
"2003	Mato Grosso	10	5.341	01/01/2003"
"2004	Mato Grosso	10	9.295	01/01/2004"
"2005	Mato Grosso	10	7.765	01/01/2005"
"2006	Mato Grosso	10	2.327	01/01/2006"
"2007	Mato Grosso	10	4.890	01/01/2007"
"2008	Mato Grosso	10	6.326	01/01/2008"
"2009	Mato Grosso	10	2.579	01/01/2009"
"2010	Mato Grosso	10	4.465	01/01/2010"
"2011	Mato Grosso	10	2.010	01/01/2011"
"2012	Mato Grosso	10	2.837	01/01/2012"
"2013	Mato Grosso	10	1.986	01/01/2013"
"2014	Mato Grosso	10	5.281	01/01/2014"
"2015	Mato Grosso	10	6.490	01/01/2015"
"2016	Mato Grosso	10	2.749	01/01/2016"
"2017	Mato Grosso	10	4.800	01/01/2017"
"1998	Mato Grosso	11	182	01/01/1998"
"1999	Mato Grosso	11	842	01/01/1999"
"2000	Mato Grosso	11	502	01/01/2000"
"2001	Mato Grosso	11	373	01/01/2001"
"2002	Mato Grosso	11	2.905	01/01/2002"
"2003	Mato Grosso	11	2.097	01/01/2003"
"2004	Mato Grosso	11	2.405	01/01/2004"
"2005	Mato Grosso	11	1.368	01/01/2005"
"2006	Mato Grosso	11	1.031	01/01/2006"
"2007	Mato Grosso	11	299	01/01/2007"
"2008	Mato Grosso	11	190	01/01/2008"
"2009	Mato Grosso	11	588	01/01/2009"
"2010	Mato Grosso	11	768	01/01/2010"
"2011	Mato Grosso	11	1.103	01/01/2011"
"2012	Mato Grosso	11	375	01/01/2012"
"2013	Mato Grosso	11	1.064	01/01/2013"
"2014	Mato Grosso	11	1.018	01/01/2014"
"2015	Mato Grosso	11	1.930	01/01/2015"
"2016	Mato Grosso	11	918	01/01/2016"
"2017	Mato Grosso	11	813	01/01/2017"
"1998	Mato Grosso	12	76	01/01/1998"
"1999	Mato Grosso	12	47	01/01/1999"
"2000	Mato Grosso	12	98	01/01/2000"
"2001	Mato Grosso	12	37	01/01/2001"
"2002	Mato Grosso	12	1.157	01/01/2002"
"2003	Mato Grosso	12	1.622	01/01/2003"
"2004	Mato Grosso	12	1.217	01/01/2004"
"2005	Mato Grosso	12	246	01/01/2005"
"2006	Mato Grosso	12	23	01/01/2006"
"2007	Mato Grosso	12	81	01/01/2007"
"2008	Mato Grosso	12	159	01/01/2008"
"2009	Mato Grosso	12	171	01/01/2009"
"2010	Mato Grosso	12	846	01/01/2010"
"2011	Mato Grosso	12	431	01/01/2011"
"2012	Mato Grosso	12	492	01/01/2012"
"2013	Mato Grosso	12	447	01/01/2013"
"2014	Mato Grosso	12	466	01/01/2014"
"2015	Mato Grosso	12	1.777	01/01/2015"
"2016	Mato Grosso	12	425	01/01/2016"
"1998	Mato Grosso do Sul	1	0	01/01/1998"
"1999	Mato Grosso do Sul	1	239	01/01/1999"
"2000	Mato Grosso do Sul	1	326	01/01/2000"
"2001	Mato Grosso do Sul	1	97	01/01/2001"
"2002	Mato Grosso do Sul	1	304	01/01/2002"
"2003	Mato Grosso do Sul	1	182	01/01/2003"
"2004	Mato Grosso do Sul	1	258	01/01/2004"
"2005	Mato Grosso do Sul	1	59	01/01/2005"
"2006	Mato Grosso do Sul	1	59	01/01/2006"
"2007	Mato Grosso do Sul	1	19	01/01/2007"
"2008	Mato Grosso do Sul	1	63	01/01/2008"
"2009	Mato Grosso do Sul	1	229	01/01/2009"
"2010	Mato Grosso do Sul	1	72	01/01/2010"
"2011	Mato Grosso do Sul	1	129	01/01/2011"
"2012	Mato Grosso do Sul	1	201	01/01/2012"
"2013	Mato Grosso do Sul	1	174	01/01/2013"
"2014	Mato Grosso do Sul	1	197	01/01/2014"
"2015	Mato Grosso do Sul	1	226	01/01/2015"
"2016	Mato Grosso do Sul	1	127	01/01/2016"
"2017	Mato Grosso do Sul	1	355	01/01/2017"
"1998	Mato Grosso do Sul	2	0	01/01/1998"
"1999	Mato Grosso do Sul	2	69	01/01/1999"
"2000	Mato Grosso do Sul	2	81	01/01/2000"
"2001	Mato Grosso do Sul	2	89	01/01/2001"
"2002	Mato Grosso do Sul	2	98	01/01/2002"
"2003	Mato Grosso do Sul	2	108	01/01/2003"
"2004	Mato Grosso do Sul	2	169	01/01/2004"
"2005	Mato Grosso do Sul	2	221	01/01/2005"
"2006	Mato Grosso do Sul	2	104	01/01/2006"
"2007	Mato Grosso do Sul	2	111	01/01/2007"
"2008	Mato Grosso do Sul	2	78	01/01/2008"
"2009	Mato Grosso do Sul	2	164	01/01/2009"
"2010	Mato Grosso do Sul	2	157	01/01/2010"
"2011	Mato Grosso do Sul	2	61	01/01/2011"
"2012	Mato Grosso do Sul	2	112	01/01/2012"
"2013	Mato Grosso do Sul	2	100	01/01/2013"
"2014	Mato Grosso do Sul	2	139	01/01/2014"
"2015	Mato Grosso do Sul	2	148	01/01/2015"
"2016	Mato Grosso do Sul	2	187	01/01/2016"
"2017	Mato Grosso do Sul	2	165	01/01/2017"
"1998	Mato Grosso do Sul	3	0	01/01/1998"
"1999	Mato Grosso do Sul	3	100	01/01/1999"
"2000	Mato Grosso do Sul	3	23	01/01/2000"
"2001	Mato Grosso do Sul	3	39	01/01/2001"
"2002	Mato Grosso do Sul	3	115	01/01/2002"
"2003	Mato Grosso do Sul	3	137	01/01/2003"
"2004	Mato Grosso do Sul	3	225	01/01/2004"
"2005	Mato Grosso do Sul	3	158	01/01/2005"
"2006	Mato Grosso do Sul	3	137	01/01/2006"
"2007	Mato Grosso do Sul	3	137	01/01/2007"
"2008	Mato Grosso do Sul	3	97	01/01/2008"
"2009	Mato Grosso do Sul	3	118	01/01/2009"
"2010	Mato Grosso do Sul	3	149	01/01/2010"
"2011	Mato Grosso do Sul	3	37	01/01/2011"
"2012	Mato Grosso do Sul	3	169	01/01/2012"
"2013	Mato Grosso do Sul	3	158	01/01/2013"
"2014	Mato Grosso do Sul	3	95	01/01/2014"
"2015	Mato Grosso do Sul	3	190	01/01/2015"
"2016	Mato Grosso do Sul	3	143	01/01/2016"
"2017	Mato Grosso do Sul	3	170	01/01/2017"
"1998	Mato Grosso do Sul	4	0	01/01/1998"
"1999	Mato Grosso do Sul	4	97	01/01/1999"
"2000	Mato Grosso do Sul	4	90	01/01/2000"
"2001	Mato Grosso do Sul	4	108	01/01/2001"
"2002	Mato Grosso do Sul	4	230	01/01/2002"
"2003	Mato Grosso do Sul	4	126	01/01/2003"
"2004	Mato Grosso do Sul	4	97	01/01/2004"
"2005	Mato Grosso do Sul	4	126	01/01/2005"
"2006	Mato Grosso do Sul	4	51	01/01/2006"
"2007	Mato Grosso do Sul	4	46	01/01/2007"
"2008	Mato Grosso do Sul	4	72	01/01/2008"
"2009	Mato Grosso do Sul	4	291	01/01/2009"
"2010	Mato Grosso do Sul	4	136	01/01/2010"
"2011	Mato Grosso do Sul	4	23	01/01/2011"
"2012	Mato Grosso do Sul	4	97	01/01/2012"
"2013	Mato Grosso do Sul	4	78	01/01/2013"
"2014	Mato Grosso do Sul	4	129	01/01/2014"
"2015	Mato Grosso do Sul	4	65	01/01/2015"
"2016	Mato Grosso do Sul	4	161	01/01/2016"
"2017	Mato Grosso do Sul	4	59	01/01/2017"
"1998	Mato Grosso do Sul	5	0	01/01/1998"
"1999	Mato Grosso do Sul	5	206	01/01/1999"
"2000	Mato Grosso do Sul	5	127	01/01/2000"
"2001	Mato Grosso do Sul	5	112	01/01/2001"
"2002	Mato Grosso do Sul	5	88	01/01/2002"
"2003	Mato Grosso do Sul	5	74	01/01/2003"
"2004	Mato Grosso do Sul	5	25	01/01/2004"
"2005	Mato Grosso do Sul	5	328	01/01/2005"
"2006	Mato Grosso do Sul	5	99	01/01/2006"
"2007	Mato Grosso do Sul	5	62	01/01/2007"
"2008	Mato Grosso do Sul	5	34	01/01/2008"
"2009	Mato Grosso do Sul	5	927	01/01/2009"
"2010	Mato Grosso do Sul	5	105	01/01/2010"
"2011	Mato Grosso do Sul	5	81	01/01/2011"
"2012	Mato Grosso do Sul	5	157	01/01/2012"
"2013	Mato Grosso do Sul	5	72	01/01/2013"
"2014	Mato Grosso do Sul	5	70	01/01/2014"
"2015	Mato Grosso do Sul	5	58	01/01/2015"
"2016	Mato Grosso do Sul	5	97	01/01/2016"
"2017	Mato Grosso do Sul	5	72	01/01/2017"
"1998	Mato Grosso do Sul	6	82	01/01/1998"
"1999	Mato Grosso do Sul	6	127	01/01/1999"
"2000	Mato Grosso do Sul	6	157	01/01/2000"
"2001	Mato Grosso do Sul	6	249	01/01/2001"
"2002	Mato Grosso do Sul	6	517	01/01/2002"
"2003	Mato Grosso do Sul	6	170	01/01/2003"
"2004	Mato Grosso do Sul	6	394	01/01/2004"
"2005	Mato Grosso do Sul	6	439	01/01/2005"
"2006	Mato Grosso do Sul	6	89	01/01/2006"
"2007	Mato Grosso do Sul	6	141	01/01/2007"
"2008	Mato Grosso do Sul	6	24	01/01/2008"
"2009	Mato Grosso do Sul	6	376	01/01/2009"
"2010	Mato Grosso do Sul	6	149	01/01/2010"
"2011	Mato Grosso do Sul	6	104	01/01/2011"
"2012	Mato Grosso do Sul	6	96	01/01/2012"
"2013	Mato Grosso do Sul	6	35	01/01/2013"
"2014	Mato Grosso do Sul	6	84	01/01/2014"
"2015	Mato Grosso do Sul	6	299	01/01/2015"
"2016	Mato Grosso do Sul	6	120	01/01/2016"
"2017	Mato Grosso do Sul	6	175	01/01/2017"
"1998	Mato Grosso do Sul	7	360	01/01/1998"
"1999	Mato Grosso do Sul	7	1.297	01/01/1999"
"2000	Mato Grosso do Sul	7	160	01/01/2000"
"2001	Mato Grosso do Sul	7	591	01/01/2001"
"2002	Mato Grosso do Sul	7	935	01/01/2002"
"2003	Mato Grosso do Sul	7	182	01/01/2003"
"2004	Mato Grosso do Sul	7	529	01/01/2004"
"2005	Mato Grosso do Sul	7	859	01/01/2005"
"2006	Mato Grosso do Sul	7	289	01/01/2006"
"2007	Mato Grosso do Sul	7	197	01/01/2007"
"2008	Mato Grosso do Sul	7	116	01/01/2008"
"2009	Mato Grosso do Sul	7	354	01/01/2009"
"2010	Mato Grosso do Sul	7	589	01/01/2010"
"2011	Mato Grosso do Sul	7	250	01/01/2011"
"2012	Mato Grosso do Sul	7	538	01/01/2012"
"2013	Mato Grosso do Sul	7	201	01/01/2013"
"2014	Mato Grosso do Sul	7	193	01/01/2014"
"2015	Mato Grosso do Sul	7	371	01/01/2015"
"2016	Mato Grosso do Sul	7	687	01/01/2016"
"2017	Mato Grosso do Sul	7	1.050	01/01/2017"
"1998	Mato Grosso do Sul	8	228	01/01/1998"
"1999	Mato Grosso do Sul	8	4.355	01/01/1999"
"2000	Mato Grosso do Sul	8	530	01/01/2000"
"2001	Mato Grosso do Sul	8	2.484	01/01/2001"
"2002	Mato Grosso do Sul	8	3.984	01/01/2002"
"2003	Mato Grosso do Sul	8	953	01/01/2003"
"2004	Mato Grosso do Sul	8	1.408	01/01/2004"
"2005	Mato Grosso do Sul	8	4.484	01/01/2005"
"2006	Mato Grosso do Sul	8	1.129	01/01/2006"
"2007	Mato Grosso do Sul	8	1.823	01/01/2007"
"2008	Mato Grosso do Sul	8	456	01/01/2008"
"2009	Mato Grosso do Sul	8	816	01/01/2009"
"2010	Mato Grosso do Sul	8	1.721	01/01/2010"
"2011	Mato Grosso do Sul	8	552	01/01/2011"
"2012	Mato Grosso do Sul	8	2.951	01/01/2012"
"2013	Mato Grosso do Sul	8	677	01/01/2013"
"2014	Mato Grosso do Sul	8	312	01/01/2014"
"2015	Mato Grosso do Sul	8	1.293	01/01/2015"
"2016	Mato Grosso do Sul	8	1.481	01/01/2016"
"2017	Mato Grosso do Sul	8	1.488	01/01/2017"
"1998	Mato Grosso do Sul	9	457	01/01/1998"
"1999	Mato Grosso do Sul	9	2.969	01/01/1999"
"2000	Mato Grosso do Sul	9	510	01/01/2000"
"2001	Mato Grosso do Sul	9	1.383	01/01/2001"
"2002	Mato Grosso do Sul	9	2.252	01/01/2002"
"2003	Mato Grosso do Sul	9	1.124	01/01/2003"
"2004	Mato Grosso do Sul	9	2.511	01/01/2004"
"2005	Mato Grosso do Sul	9	1.870	01/01/2005"
"2006	Mato Grosso do Sul	9	1.078	01/01/2006"
"2007	Mato Grosso do Sul	9	4.446	01/01/2007"
"2008	Mato Grosso do Sul	9	1.620	01/01/2008"
"2009	Mato Grosso do Sul	9	1.146	01/01/2009"
"2010	Mato Grosso do Sul	9	1.505	01/01/2010"
"2011	Mato Grosso do Sul	9	1.072	01/01/2011"
"2012	Mato Grosso do Sul	9	2.264	01/01/2012"
"2013	Mato Grosso do Sul	9	1.074	01/01/2013"
"2014	Mato Grosso do Sul	9	365	01/01/2014"
"2015	Mato Grosso do Sul	9	1.482	01/01/2015"
"2016	Mato Grosso do Sul	9	2.383	01/01/2016"
"2017	Mato Grosso do Sul	9	2.984	01/01/2017"
"1998	Mato Grosso do Sul	10	576	01/01/1998"
"1999	Mato Grosso do Sul	10	2.053	01/01/1999"
"2000	Mato Grosso do Sul	10	657	01/01/2000"
"2001	Mato Grosso do Sul	10	563	01/01/2001"
"2002	Mato Grosso do Sul	10	2.173	01/01/2002"
"2003	Mato Grosso do Sul	10	541	01/01/2003"
"2004	Mato Grosso do Sul	10	960	01/01/2004"
"2005	Mato Grosso do Sul	10	647	01/01/2005"
"2006	Mato Grosso do Sul	10	244	01/01/2006"
"2007	Mato Grosso do Sul	10	668	01/01/2007"
"2008	Mato Grosso do Sul	10	432	01/01/2008"
"2009	Mato Grosso do Sul	10	854	01/01/2009"
"2010	Mato Grosso do Sul	10	597	01/01/2010"
"2011	Mato Grosso do Sul	10	276	01/01/2011"
"2012	Mato Grosso do Sul	10	652	01/01/2012"
"2013	Mato Grosso do Sul	10	378	01/01/2013"
"2014	Mato Grosso do Sul	10	581	01/01/2014"
"2015	Mato Grosso do Sul	10	507	01/01/2015"
"2016	Mato Grosso do Sul	10	1.200	01/01/2016"
"2017	Mato Grosso do Sul	10	685	01/01/2017"
"1998	Mato Grosso do Sul	11	306	01/01/1998"
"1999	Mato Grosso do Sul	11	1.194	01/01/1999"
"2000	Mato Grosso do Sul	11	274	01/01/2000"
"2001	Mato Grosso do Sul	11	220	01/01/2001"
"2002	Mato Grosso do Sul	11	1.470	01/01/2002"
"2003	Mato Grosso do Sul	11	380	01/01/2003"
"2004	Mato Grosso do Sul	11	208	01/01/2004"
"2005	Mato Grosso do Sul	11	159	01/01/2005"
"2006	Mato Grosso do Sul	11	83	01/01/2006"
"2007	Mato Grosso do Sul	11	82	01/01/2007"
"2008	Mato Grosso do Sul	11	50	01/01/2008"
"2009	Mato Grosso do Sul	11	439	01/01/2009"
"2010	Mato Grosso do Sul	11	259	01/01/2010"
"2011	Mato Grosso do Sul	11	445	01/01/2011"
"2012	Mato Grosso do Sul	11	115	01/01/2012"
"2013	Mato Grosso do Sul	11	423	01/01/2013"
"2014	Mato Grosso do Sul	11	190	01/01/2014"
"2015	Mato Grosso do Sul	11	276	01/01/2015"
"2016	Mato Grosso do Sul	11	258	01/01/2016"
"2017	Mato Grosso do Sul	11	133	01/01/2017"
"1998	Mato Grosso do Sul	12	100	01/01/1998"
"1999	Mato Grosso do Sul	12	306	01/01/1999"
"2000	Mato Grosso do Sul	12	139	01/01/2000"
"2001	Mato Grosso do Sul	12	143	01/01/2001"
"2002	Mato Grosso do Sul	12	376	01/01/2002"
"2003	Mato Grosso do Sul	12	153	01/01/2003"
"2004	Mato Grosso do Sul	12	110	01/01/2004"
"2005	Mato Grosso do Sul	12	46	01/01/2005"
